idFrameElement,frameName,name,coreType,description
10674,Experimentation,Phenomenon,cty_peripheral,A property that belongs to either the #Control_group or the #Treatment_group.
10675,Experimentation,Result,cty_peripheral,The #Result depicts the outcome of the #Experiment.
10676,Experimentation,Descriptor,cty_peripheral,A #Descriptor identifies a characteristic or description of the #Experiment or the subjects not captured by any other frame element.
10680,Experimentation,Instrument,cty_peripheral,A tool used in conducting the #Experiment.
1490,Expertise,Protagonist,cty_core,The person whose expertise is assessed.
1491,Expertise,Skill,cty_core,It identifies the #Protagonist's talent or ability to do things with one's hand or body.
1492,Expertise,Knowledge,cty_core,The area of knowledge (as opposed to a practical skill) in which the #Protagonist's experience is assessed.
1494,Expertise,Behavior_product,cty_core,A product of behavior that shows the #Protagonist's skill or lack of skill.
1495,Expertise,Focal_participant,cty_core,It can only occur in place of a skill expression. It refers to the prototypical patient in an action involving the #Protagonist.
1496,Expertise,Role,cty_core,It denotes a role in which the #Protagonist has developed his expertise.
1493,Expertise,Degree,cty_peripheral,It is the #Degree to which event occurs.
1497,Expertise,Manner,cty_peripheral,The #Manner give further description of the way in which the #Protagonist exhibits their skill or lack of skill.
1498,Expertise,Judge,cty_peripheral,The individual whose point of view is taken in assigning the judgment denoted by the target.
1499,Expertise,Time,cty_peripheral,The #Time when the #Protagonist has the expertise.
6359,Explaining_the_facts,Fact,cty_core,A fact which can be connected by a chain of reasoning to the #State_of_affairs.
6360,Explaining_the_facts,State_of_affairs,cty_core,A fact whose cause is under consideration.
6365,Explaining_the_facts,Question,cty_core,An open proposition concerning the cause of the #State_of_affairs.
6361,Explaining_the_facts,Degree,cty_peripheral,It identifies how much of the #State_of_affairs is explained by the #Fact.
6362,Explaining_the_facts,Manner,cty_peripheral,It indicates salient characteristics of the #Fact considered as an explanation.
6363,Explaining_the_facts,Means,cty_peripheral,An intermediate logical step that justifies the relationship between  the #Fact and the #State_of_affairs.
10045,Explosion,Explosive,cty_core,"The #Explosive releases a large amount of force, destroying itself and causing damage to the surrounding area."
10046,Explosion,Time,cty_peripheral,The #Time when the explosion occurs.
10047,Explosion,Place,cty_peripheral,The location where the explosion occurs.
10048,Explosion,Victim,cty_peripheral,The #Victim is targeted by the explosion or inadvertently damaged by the explosion.
10050,Explosion,Means,cty_peripheral,The means by which the #Explosive explodes.
10051,Explosion,Manner,cty_peripheral,"A description of the explosion not specifically covered by other Frame Elements.

<ex>The bomb <t>detonated</t> <fex name=""man"">explosively</fex> in the middle of the square.</ex>"
6828,Exporting,Exporter,cty_core,"The conscious entity, generally a person, that moves the #Goods across a border out of the #Exporting_area. Very often, an #Exporting_area will metonymically stand in for the person or persons directly responsible for the movement of the #Goods."
6832,Exporting,Goods,cty_core,The items of value whose location is changing.
6837,Exporting,Importing_area,cty_core,It is the place that the #Goods end up as a result of motion.
6839,Exporting,Exporting_area,cty_core,"The place where the #Goods are initially, before the the #Exporter moves them."
6829,Exporting,Vehicle,cty_peripheral,A mobile entity directed by the #Exporter that holds the #Goods and moves them along from the #Exporting_area to the #Importing_area.
6830,Exporting,Manner,cty_peripheral,"Any description of the event which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of an #Exporter that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
6831,Exporting,Means,cty_peripheral,An intentional action performed by the #Exporter that accomplishes the action indicated by the target.
6835,Exporting,Time,cty_peripheral,It identifies the time when the #Exporter moves the #Goods.
6838,Exporting,Path,cty_peripheral,"It identifies the location of the #Goods during transit, i.e. after leaving the #Exporting_area and before reaching the #Importing_area."
6841,Exporting,Type,cty_peripheral,It indicates what subtype of the general category the exporting event belongs to.
7180,Expressing_publicly,Communicator,cty_core,The #Communicator is the person who expresses the #Content (whether spoken or written).
7182,Expressing_publicly,Content,cty_core,The attitude or feeling that the #Communicator had not previously expressed.
7186,Expressing_publicly,Medium,cty_core,It is the observable action or product of the #Communicator.
7181,Expressing_publicly,Addressee,cty_peripheral,The #Addressee is the person to whom the #Content is communicated.
7183,Expressing_publicly,Manner,cty_peripheral,"Any description of the event (or state) which is not covered by more specific FEs, including force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of the #Communicator that also affect the action (eagerly)."
7184,Expressing_publicly,Means,cty_peripheral,An act whereby the #Communicator communicates the #Content.
7188,Expressing_publicly,Time,cty_peripheral,The time when the #Content is communicated.
7189,Expressing_publicly,Place,cty_peripheral,It specifies the place where the communication takes place.
