idFrameElement,frameName,name,coreType,description
12450,Commerce_goods-transfer,Money,cty_core,It is the thing given in exchange for #Goods in a transaction.
12449,Commerce_goods-transfer,Means,cty_peripheral,The means by which a commercial transaction occurs.
12451,Commerce_goods-transfer,Rate,cty_peripheral,"In some cases, price or payment is described per unit of #Goods."
12452,Commerce_goods-transfer,Unit,cty_peripheral,It is any unit in which goods or services can be measured.
12453,Commerce_goods-transfer,Time,cty_peripheral,When the event occurs.
12454,Commerce_goods-transfer,Place,cty_peripheral,Where the event takes place.
12455,Commerce_goods-transfer,Manner,cty_peripheral,"A description of the transfer not covered by more specific FEs, including secondary effects (quietly, loudly) and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of a #Buyer, #Seller, or #Exchangers that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
12456,Commerce_goods-transfer,Purpose,cty_peripheral,"The state-of-affairs that the #Buyer, #Seller, or #Exchangers wish to bring about by participating in the exchange."
2039,Commerce_money-transfer,Buyer,cty_core,The #Buyer wants the #Goods and offers #Money to a #Seller in exchange for them.
2040,Commerce_money-transfer,Goods,cty_core,"It is anything (including labor or time, for example) which is exchanged for #Money in a transaction."
2044,Commerce_money-transfer,Seller,cty_core,The #Seller has possession of the #Goods and exchanges them for #Money from a #Buyer.
2051,Commerce_money-transfer,Exchangers,cty_core,"The individuals participating in the commercial exchange, otherwise encoded as #Buyer and #Seller."
12434,Commerce_money-transfer,Money,cty_core,The #Money is the thing given in exchange for #Goods in a transaction.
12433,Commerce_money-transfer,Means,cty_peripheral,The means by which a commercial transaction occurs.
12435,Commerce_money-transfer,Rate,cty_peripheral,"In some cases, price or payment is described per unit of #Goods."
12436,Commerce_money-transfer,Unit,cty_peripheral,It is any unit in which #Goods or services can be measured.
12437,Commerce_money-transfer,Place,cty_peripheral,Where the event takes place.
12438,Commerce_money-transfer,Time,cty_peripheral,When the event occurs.
12439,Commerce_money-transfer,Manner,cty_peripheral,"A description of the transfer not covered by more specific FEs, including secondary effects (quietly, loudly) and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of a #Buyer, #Seller, or #Exchangers that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
12440,Commerce_money-transfer,Purpose,cty_peripheral,"The state-of-affairs that the #Buyer, #Seller, or #Exchangers wish to bring about by participating in the exchange."
1836,Commerce_pay,Buyer,cty_core,The #Buyer has the #Money and wants the #Goods.
1837,Commerce_pay,Goods,cty_core,"The #Goods is anything (including labor or time, for example) which is exchanged for #Money in a transaction."
1841,Commerce_pay,Seller,cty_core,The #Seller has the #Goods and wants the #Money.
12425,Commerce_pay,Money,cty_core,It is the thing given in exchange for #Goods in a transaction.
12426,Commerce_pay,Rate,cty_core,"In some cases, price or payment is described per unit of #Goods."
12424,Commerce_pay,Means,cty_peripheral,The means by which a commercial transaction occurs.
12427,Commerce_pay,Unit,cty_peripheral,It is any unit in which goods or services can be measured.
12428,Commerce_pay,Place,cty_peripheral,Where the event takes place.
12429,Commerce_pay,Purpose,cty_peripheral,The purpose for which an intentional act is performed.
12430,Commerce_pay,Time,cty_peripheral,When the event occurs.
12431,Commerce_pay,Manner,cty_peripheral,"Any description of the paying event which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of the #Buyer that affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
970,Commerce_scenario,Buyer,cty_core,The #Buyer has the #Money and wants the #Goods.
971,Commerce_scenario,Seller,cty_core,The #Seller has the #Goods and wants the #Money.
972,Commerce_scenario,Money,cty_core,It is given in exchange for #Goods in a transaction.
973,Commerce_scenario,Goods,cty_core,"It is anything including labor or time, for example, which is exchanged for #Money in a transaction."
974,Commerce_scenario,Rate,cty_peripheral,"In some cases, price or payment is described per unit of #Goods."
975,Commerce_scenario,Unit,cty_peripheral,It is any unit in which goods or services can be measured.
976,Commerce_scenario,Means,cty_peripheral,The means by which a commercial transaction occurs.
977,Commerce_scenario,Manner,cty_peripheral,Manner of performing an action.
978,Commerce_scenario,Purpose,cty_peripheral,A state of affairs that the agent intends to bring about as a result of participating in the Commercial_transaction.
1762,Commerce_sell,Buyer,cty_core,The #Buyer has the #Money and wants the #Goods.
1763,Commerce_sell,Goods,cty_core,"It is anything (including labor or time, for example) which is exchanged for #Money in a transaction."
1767,Commerce_sell,Seller,cty_core,The #Seller has possession of the #Goods and exchanges them for #Money from a #Buyer.
12412,Commerce_sell,Means,cty_peripheral,The means by which a commercial transaction occurs.
12413,Commerce_sell,Money,cty_peripheral,It is the thing given in exchange for #Goods in a transaction.
12414,Commerce_sell,Rate,cty_peripheral,"In some cases, price or payment is described per unit of #Goods."
12415,Commerce_sell,Unit,cty_peripheral,It is any unit in which goods or services can be measured.
12416,Commerce_sell,Place,cty_peripheral,Where the event takes place.
12417,Commerce_sell,Purpose,cty_peripheral,The purpose for which an intentional act is performed.
12418,Commerce_sell,Time,cty_peripheral,When the event occurs.
12419,Commerce_sell,Manner,cty_peripheral,"Any description of the selling event which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of the #Seller that affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
1807,Commercial_transaction,Buyer,cty_core,The #Buyer wants the #Goods and offers #Money to a #Seller in exchange for them.
1808,Commercial_transaction,Goods,cty_core,"It is anything (including labor or time, for example) which is exchanged for #Money in a transaction."
1812,Commercial_transaction,Seller,cty_core,The #Seller has possession of the #Goods and exchanges them for #Money from a #Buyer.
12421,Commercial_transaction,Money,cty_core,It is the thing given in exchange for #Goods in a transaction.
12420,Commercial_transaction,Means,cty_peripheral,The means by which a commercial transaction occurs.
12422,Commercial_transaction,Rate,cty_peripheral,The price or payment per unit of #Goods.
12423,Commercial_transaction,Unit,cty_peripheral,The #Unit of measure of the #Goods according to which the exchange value of the #Goods (or services) is set.
317,Commitment,Speaker,cty_core,The #Speaker is the person who commits him/herself to do something.
318,Commitment,Addressee,cty_core,The #Speaker's commitment can be made to an #Addressee. 
319,Commitment,Message,cty_core,An expression of the commitment made by the #Speaker expresses the frame element Message.
320,Commitment,Topic,cty_core,The #Topic expressions are not very frequent in this frame.
321,Commitment,Medium,cty_core,"As with other frames in the Communication domain, the Medium of communication may be expressed. Medium is the physical entity or channel used to transmit the Message."
322,Commitment,Manner,cty_peripheral,The #Manner in which the commitment is made.
323,Commitment,Time,cty_peripheral,The time period during which the #Speaker makes the commitment.
324,Commitment,Place,cty_peripheral,The location in which the #Speaker makes the commitment.
325,Commitment,Purpose,cty_peripheral,An action that the #Speaker intends to accomplish by taking on the commitment.
4544,Committing_crime,Perpetrator,cty_core,The individual that commits a #Crime.
4545,Committing_crime,Crime,cty_core-unexpressed,"An act, generally intentional, that has been formally forbidden by law."
4546,Committing_crime,Purpose,cty_peripheral,The action that the #Perpetrator was trying to accomplish in the #Crime.
4547,Committing_crime,Manner,cty_peripheral,"A description of secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may indicate salient characteristics of the #Perpetrator that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
4548,Committing_crime,Means,cty_peripheral,An action performed by the #Perpetrator in order to accomplish the #Crime.
4550,Committing_crime,Time,cty_peripheral,When the #Crime was committed.
4551,Committing_crime,Place,cty_peripheral,The location where the #Crime occurs.
10527,Commonality,Entities,cty_core,It denotes the people in possession of the #Commonality.
10528,Commonality,Commonality,cty_core,It denotes an object or attribute which is jointly possessed by the #Entities.
10529,Commonality,Entity_1,cty_core,One of the possessors of the #Commonality.
10530,Commonality,Entity_2,cty_core,One of the possessors of the #Commonality.
4719,Communicate_categorization,Speaker,cty_core,The individual that communicates the message concerning the #Category of an #Item.
4720,Communicate_categorization,Category,cty_core,The class of entities with characteristics that match those of the #Item according to the portrayal of the #Speaker.
4721,Communicate_categorization,Item,cty_core,The entity that the #Speaker portrays as belonging to a #Category.
4723,Communicate_categorization,Medium,cty_core,The piece of text in which a #Speaker communicates their categorization of the #Item.
4722,Communicate_categorization,Means,cty_peripheral,An action taken by the #Speaker through which they communicate that the #Item fits into a particular #Category.
4724,Communicate_categorization,Time,cty_peripheral,The point in time at which the #Speaker makes a characterization of the #Item.
4725,Communicate_categorization,Place,cty_peripheral,The location at which the #Speaker characterizes the #Item.
4727,Communicate_categorization,Criteria,cty_peripheral,"The characteristics of an #Item that fit the defining characteristics of a #Category, and thus serve as the basis of the #Speakers characterization of the #Item."
4728,Communicate_categorization,Manner,cty_peripheral,"Any description of the event which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of a #Speaker that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
13,Communication,Communicator,cty_core,The sentient entity that uses language in the written or spoken modality to convey a #Message to another person. 
15,Communication,Message,cty_core,A proposition or set of propositions that the #Communicator wants the #Addressee to believe or take for granted. 
16,Communication,Topic,cty_core,"The #Topic is the entity that the proposition or propositions conveyed relate to, that they are about. "
17,Communication,Medium,cty_core,The physical or abstract setting in which the #Message is conveyed. 
28,Communication,Quote,cty_core,The #Quote is the concrete record of a communication act.
14,Communication,Addressee,cty_peripheral,The #Addressee receives a #Message from the #Communicator. 
20,Communication,Manner,cty_peripheral,The #Manner in which the #Communicator communicates.
21,Communication,Means,cty_peripheral,The #Means by which the #Communicator communicates.
22,Communication,Time,cty_peripheral,The time at which the communication takes place.
25,Communication,Place,cty_peripheral,The location where the act of communication occurs.
26,Communication,Purpose,cty_peripheral,The purpose for which a #Communicator communicates.
368,Communication_manner,Speaker,cty_core,It is the sentient entity that produces a #Message or communicates about a #Topic.
369,Communication_manner,Addressee,cty_core,It is the person to whom the #Speaker  is communicating.
370,Communication_manner,Message,cty_core,It is the content which is communicated by the #Speaker.
371,Communication_manner,Topic,cty_core,"It is the subject matter of the communicated #Message.In this frame, is frequently preceded by a quantificational noun which is treated as referring to the #Message."
372,Communication_manner,Medium,cty_peripheral,"It expresses the medium of communication, such as the language used or the specific type of text in which the #Message occurs."
373,Communication_manner,Manner,cty_peripheral,The #Manner of performing an action.
375,Communication_manner,Degree,cty_peripheral,It identifies the #Degree to which an event occurs.
378,Communication_manner,Duration,cty_peripheral,The amount of time that the communicative event lasts.
379,Communication_manner,Time,cty_peripheral,The time at which the communication event takes place.
380,Communication_manner,Place,cty_peripheral,The location at which the communication event takes place.
381,Communication_manner,Means,cty_peripheral,The action that the #Speaker performs in order to communicate in the particular way described by the target.
2323,Communication_means,Communicator,cty_core,It is the person who uses the #Means of communication to deliver the #Message to the #Addressee.
2324,Communication_means,Addressee,cty_core,It is the person to whom the #Message is communicated.
2325,Communication_means,Message,cty_core,It identifies the content of what the #Speaker is communicating to the #Addressee.
2326,Communication_means,Topic,cty_core,It is the subject matter to which the #Message pertains.
2328,Communication_means,Means,cty_core,It refers to the Instrument of Communication that is used by the #Communicator (and #Addressee). Each LU in this frame incorporates the FE #Means.
2327,Communication_means,Manner,cty_peripheral,It is for expressions that elaborate the manner in which an action is carried out.
382,Communication_noise,Speaker,cty_core,The #Speaker is the sentient entity that delivers the #Message.
384,Communication_noise,Message,cty_core,It has a number of different realizations in this frame.
385,Communication_noise,Topic,cty_core,The #Topic is the subject of the #Message.
392,Communication_noise,Voice,cty_core,It describes the #Speaker's utterance or other message-encoded production.
383,Communication_noise,Addressee,cty_peripheral,The #Addressee refers to the one toward whom the Communication_noise is directed.
386,Communication_noise,Medium,cty_peripheral,It is used for a physical entity or channel that transmits the #Message.
388,Communication_noise,Manner,cty_peripheral,It describes the manner or style in which the Communication_noise is delivered.
390,Communication_noise,Degree,cty_peripheral,The #Degree to which event occurs.
391,Communication_noise,Means,cty_peripheral,The #Means by which the #Speaker communicates.
393,Communication_noise,Place,cty_peripheral,It identifies the #Place where an event occurs.
396,Communication_noise,Time,cty_peripheral,It identifies the #Time where the Communication noise event occurs.
418,Communication_response,Speaker,cty_core,The #Speaker is the sentient entity that communicates the reply or response.
419,Communication_response,Addressee,cty_core,This is the person to whom the response is communicated.
420,Communication_response,Message,cty_core,It identifies the content of what the #Speaker is communicating to the #Addressee. It can be expressed as a direct quote or a clause.
421,Communication_response,Topic,cty_core,It occurs quite rarely in this frame.
423,Communication_response,Trigger,cty_core,The #Trigger is the prior communication or action to which a response is given.
422,Communication_response,Medium,cty_peripheral,"As with #Medium in other Communication frames, the physical entity or channel that is used to communicate."
424,Communication_response,Manner,cty_peripheral,The #Manner of performing an action.
426,Communication_response,Means,cty_peripheral,It identifies the #Means by the #Speaker achieves the communication of the response #Message .
428,Communication_response,Place,cty_peripheral,The location in which the #Speaker makes a verbal response.
429,Communication_response,Time,cty_peripheral,The time interval during which the #Speaker makes their verbal response.
430,Communication_response,Purpose,cty_peripheral,An action that the #Speaker intends to accomplish by making a verbal response.
431,Communication_response,Duration,cty_peripheral,The #Duration of the communication response.
13861,Communicative_context,Utterer,cty_core,The #Utterer participates in a communicative interaction and produces a statement directed to the #Comprehender(s).
13862,Communicative_context,Comprehender,cty_core,The #Comprehender participates in the communicative interaction with the #Utterer. This is the person (or people) to whom the utterance is addressed.
13863,Communicative_context,Place,cty_core,The #Place where the communicative interaction takes place.
13864,Communicative_context,Time,cty_core,The #Time in which the communicative interaction occurs.
13974,Communicative_context,Communicators,cty_core,The #Communicators who participate in the communicative interaction.
5285,Commutation,Executive_authority,cty_core,The constitutionally specified authority who has the power to commute punishments.
5288,Commutation,Original_punishment,cty_core,The punishment the #Offender was originally sentenced to.
5284,Commutation,Offender,cty_peripheral,The individual who was convicted of a crime and given a sentence (the #Original_punishment).
5287,Commutation,Time,cty_peripheral,The time at which the #Original_punishment  is commuted.
5289,Commutation,New_punishment,cty_peripheral,The new reduced form of punishment that the #Executive_authority orders for the #Offender.
5290,Commutation,Manner,cty_peripheral,"Any description of the commutation which is not covered by more specific FEs, including secondary effects (quietly, loudly) and general descriptions comparing events (the same way). It may indicate salient characteristics of an #Executive_authority that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
5291,Commutation,Place,cty_peripheral,The location where the #Executive_authority commutes the #Original_punishment.
5292,Commutation,Means,cty_peripheral,An action performed by the #Executive_authority that accomplishes the commutation.
9586,Commutative_process,Term1,cty_core,<def-root>The grammatically more prominent number involved in a commutative operation.</def-root>
9587,Commutative_process,Term2,cty_core,<def-root>The grammatically less prominent number involved in commutative operation.</def-root>
9588,Commutative_process,Terms,cty_core,Two or more elements of a commutative arithmetic operation. This frame element may be represented as #Term_1 and #Term_2.
9589,Commutative_process,Calculator,cty_peripheral,An entity that uses the arithmetic operation.
9591,Commutative_statement,Term1,cty_core,<def-root>The grammatically more prominent number involved in a commutative operation.</def-root>
9592,Commutative_statement,Term2,cty_core,<def-root>The grammatically less prominent number involved in commutative operation.</def-root>
9593,Commutative_statement,Terms,cty_core,Two or more elements of a commutative arithmetic operation. This frame element may be represented as #Term_1 and #Term_2.
9590,Commutative_statement,Result,cty_peripheral,The number or role of a number that comes from the interaction of #Term_1 and #Term_2 via a commutative operation.
3486,Compatibility,Item_1,cty_core,"The #Item_1 marks the grammatically more prominent of the two entities, i.e.the subject in active clauses, when they are expressed separately."
3487,Compatibility,Item_2,cty_core,The #Item_2 marks the grammatically less prominent of the #Items when they are expressed separately.
3488,Compatibility,Items,cty_core,"It is used when the #Items are expressed jointly in a phrase, either a plural or a coordinated NP."
3490,Compatibility,Parameter,cty_core,"It is used for expressions that indicate a #Parameter or respect in which the #Items are said to be compatible, not in conflict."
3489,Compatibility,Degree,cty_peripheral,It is used for expressions that indicate the extent to which two #Items are compatible.
2307,Competition,Participant_1,cty_core,It identifies the first (or only) participant in a competition.
2308,Competition,Participant_2,cty_core,It identifies the second participant in a competition.
2309,Competition,Participants,cty_core,It is used for plural participants in a competition.
2310,Competition,Competition,cty_core,It is used for the name of the competition.
2311,Competition,Score,cty_peripheral,It is used for the score in a game.
2312,Competition,Rank,cty_peripheral,"It is used for the ranked results of a competition, and is translatable into a numerical value."
2314,Competition,Venue,cty_peripheral,"It is for the named venue of a competition, particularly when the place has been built for the purpose of a competition."
2316,Competition,Manner,cty_peripheral,The way the #Participants compete.
2317,Competition,Means,cty_peripheral,The action the #Participants (or #Participant_1) are involved in that constitutes a #Competition.
2318,Competition,Time,cty_peripheral,When the #Competition occurs.
2319,Competition,Duration,cty_peripheral,It is used to describe the length of time over which competition occurs.
2321,Competition,Degree,cty_peripheral,It describes the intensity of competition.
12686,Competition,Equipment,cty_peripheral,"It refers to any sports object or equipment used in a #Competition, either by the referees or by the #Participants."
13120,Competition,Place,cty_peripheral,Where the event takes place.
7163,Complaining,Complainer,cty_core,The #Complainer is the sentient entity that produces the #Complaint (whether spoken or written).
7165,Complaining,Complaint,cty_core,The lamentable situation that the #Complainer is communicating to the #Addressee.
7166,Complaining,Topic,cty_core,The #Topic is the subject matter to which the #Complaint pertains.
7171,Complaining,Medium,cty_core,It is the physical entity or channel used by the #Complainer to transmit the #Complaint.
7164,Complaining,Addressee,cty_peripheral,The #Addressee is the person to whom the #Complaint is communicated.
7167,Complaining,Manner,cty_peripheral,"Any description of the complaining event (or state) which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of the #Complainer that affect the action (presumptuously, bitterly, vociferoursly)."
7169,Complaining,Means,cty_peripheral,An act whereby the #Complainer makes a complaint.
7173,Complaining,Time,cty_peripheral,The time when the complaint is made.
7174,Complaining,Place,cty_peripheral,It specifies the place where the complaining takes place.
7176,Complaining,Degree,cty_peripheral,The #Degree to which event occurs.
7177,Complaining,Occasion,cty_peripheral,The #Occasion is the reason a public statement is given.
6666,Completeness,Whole,cty_core,The entity that is being assessed for having all its necessary parts or not.
6665,Completeness,Degree,cty_peripheral,An expression indicating a deviation of the actual level of completeness from the level indicated by the target.
6667,Completeness,Time,cty_peripheral,The interval of time when the completeness of the entity is assessed.
1311,Compliance,Protagonist,cty_core,The #Protagonist's behavior is in or out of compliance with norms.
1312,Compliance,Act,cty_core,It identifies the #Act that is judged to be in or out of compliance with the #Norms.
1313,Compliance,State_of_affairs,cty_core,A #State_of_affairs may violate a law or rule.
1314,Compliance,Norm,cty_core,It identifies the rules or #Norms that ought to guide a person's behavior.
1315,Compliance,Degree,cty_peripheral,It identifies the #Degree to which the compliance occurs.
1317,Compliance,Manner,cty_peripheral,It identifies the #Manner in which the compliance occurs.
1318,Compliance,Means,cty_peripheral,It identifies the #Means by which the compliance is (or is not) accomplished.
1320,Compliance,Time,cty_peripheral,It identifies the #Time  when the act of compliance or non-compliance occurs.
1322,Compliance,Judge,cty_peripheral,The individual whose point of view is taken in assigning the judgment denoted by the target.
9365,Concessive,Conceded_state_of_affairs,cty_core,"A proposition or set of propositions that the speaker wants the addressee to believe or take for granted. This statement is not asserted, but presupposed by the speaker of the sentence, and is mentioned to contrast with the #Main_assertion. It would or could seem to predict a situation different than the #Main_assertion, but, for reasons left implicit, this normal prediction is contradicted by the fact that the #Main_assertion and the #Conceded_state_of_affairs are both simultaneously true."
9366,Concessive,Topic,cty_core,An entity which metonymically stands in for an associated #Conceded_state_of_affairs.
9367,Concessive,Main_assertion,cty_core,"The statement that the speaker wishes to assert or offer as their main contribution to the discourse, which is be modified or hedged in some way by the #Conceded_state_of_affairs. The force of the contribution of the #Main_assertion is presented as undiluted by the fact that something different from the #Main_assertion would normally by predicted, based on the facts in the #Conceded_state_of_affairs."
11246,Conditional_occurrence,Profiled_possibility,cty_core,"The situation presented explicitly as a possibility, contrasting with the implicit Negated_possibility."
11247,Conditional_occurrence,Consequence,cty_core,The situation that follows from the #Profiled_possibility.
11242,Conditional_scenario,Profiled_possibility,cty_core,"The situation presented explicitly as a possibility, contrasting with the implicit #Opposite_possibility."
11244,Conditional_scenario,Consequence,cty_core,The situation that follows from the #Profiled_possibility.
11245,Conditional_scenario,Anti_consequence,cty_core,The situation that follows as a result of the #Opposite_possibility.
11243,Conditional_scenario,Opposite_possibility,cty_core-unexpressed,The implicit situation that is mutually exclusive with the #Profiled_possibility.
10852,Condition_symptom_relation,Patient,cty_core,The person who has a #Medical_condition associated with #Symptom.
10853,Condition_symptom_relation,Medical_condition,cty_core,"A holistic description of the medical state of the #Patient (or a part of the state of the #Patient), which may or may not indicate the cause of a deviation from normal."
10854,Condition_symptom_relation,Symptom,cty_core,"A deviation from normal function or feeling which is noticed by a #Patient or physician, indicating the presence of a #Medical_condition"
10856,Condition_symptom_relation,Time,cty_peripheral,When a #Symptom or #Medical_condition occurs.
10857,Condition_symptom_relation,Place,cty_peripheral,The location where a #Medical_condition presents.
10858,Condition_symptom_relation,Frequency,cty_peripheral,The commonality of a #Medical_condition or #Symptom.
10860,Condition_symptom_relation,Extent,cty_peripheral,The degree to which a #Medical_condition is associated with a #Symptom(s).
10862,Condition_symptom_relation,Influence,cty_peripheral,"Genetic, Biological, and Environmental #Influences affect #Medical_conditions."
4206,Conduct,Agent,cty_core,It marks expressions that denote the person whose conduct is being evaluated.
4207,Conduct,Manner,cty_core,It marks expressions that characterize the way that the #Agent behaves.
4211,Conduct,Time,cty_peripheral,The #Time when the #Agent behaves in a certain way.
4212,Conduct,Place,cty_peripheral,The location at which the #Agent exhibits their behavior.
4213,Conduct,Means,cty_peripheral,The way in which the #Agent behaves in the specified #Manner.
4214,Conduct,Domain,cty_peripheral,The #Domain of human behavior in which the #Agent acts in a certain #Manner.
4216,Conduct,Standard,cty_peripheral,An explicit point to which the conduct of the #Agent is compared.
13785,Configuration_relation,Entity_1,cty_core,Entity_1
13786,Configuration_relation,Entity_2,cty_core,Entity_2
13787,Configuration_relation,Entities,cty_core-unexpressed,Entities
13788,Configuration_relation,Relation_type,cty_core-unexpressed,Relation_type
13858,Confirmation_of_attention,Utterer,cty_core,Utterer
13859,Confirmation_of_attention,Comprehender,cty_core,Comprehender
13860,Confirmation_of_attention,Communicators,cty_core,Communicators
9041,Confronting_problem,Issue,cty_core,It identifies the #Issue that the #Agent deals with.
9042,Confronting_problem,Agent,cty_core,The #Agent is the person who is acting to deal with the #Issue.
9043,Confronting_problem,Place,cty_peripheral,It identifies the #Place where the intentional act occurs.
9044,Confronting_problem,Purpose,cty_peripheral,It identifies the reason why the #Agent confronts the issue.
9045,Confronting_problem,Time,cty_peripheral,It identifies the time when the #Agent acts intentionally.
9046,Confronting_problem,Means,cty_peripheral,It identifies the way in which an #Agent goes about facing the #Issue.
9047,Confronting_problem,Manner,cty_peripheral,"Any description of the intentional act which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of an #Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
5097,Connecting_architecture,Part,cty_core,"A  #Part of a larger architectural unit, the  #Whole."
5098,Connecting_architecture,Whole,cty_peripheral,An architectural unit which includes the #Part.
5099,Connecting_architecture,Descriptor,cty_peripheral,A property relating to the #Part.
5100,Connecting_architecture,Orientation,cty_peripheral,This is a property of the #Part that situates  the  #Part within the #Whole.
5101,Connecting_architecture,Material,cty_peripheral,"Any indication of what makes up the #Part, including components, ingredients, etc."
5102,Connecting_architecture,Creator,cty_peripheral,The Individual  who creates the #Part.
5103,Connecting_architecture,Source,cty_peripheral,The #Source is one of the #Connected_locations treated as source.
5104,Connecting_architecture,Connected_locations,cty_peripheral,Two or more named locations that are connected by the architectural #Part.
5105,Connecting_architecture,Direction,cty_peripheral,The #Direction is the direction or directions the #Part of connecting architecture runs.
5106,Connecting_architecture,Goal,cty_peripheral,The #Goal is one of the #Connected_locations treated as a goal.
4015,Connectors,Connector,cty_core,The #Connector identifies the entity or substance that forms the bond that maintains the #Item in a fixed position.
4016,Connectors,Connected_item,cty_peripheral,It identifies the entity that is attached to the #Connector in such a way as to stabilize their position or to immobilize them.
4017,Connectors,Fixed_location,cty_peripheral,It identifies the location to which the #Connector is attached.
4018,Connectors,Use,cty_peripheral,The items that a #Connector usually attaches or the type of activity the attaching is generally for.
4019,Connectors,Material,cty_peripheral,It identifies the material of which the #Connector is made.
4020,Connectors,Type,cty_peripheral,It designates the type of #Connector. Often the #Type labels part of a multi-word or compound word target.
4021,Connectors,Name,cty_peripheral,The term used to refer to a #Connector.
4022,Connectors,Creator,cty_peripheral,The individual or group that creates a #Connector.
4023,Connectors,Time_of_creation,cty_peripheral,The time at which the #Connector comes to be.
8800,Conquering,Conqueror,cty_core,The #Conqueror is the entity that overtakes the #Theme.
8801,Conquering,Theme,cty_core,"The #Theme is the land, government, and its people that is seized by the #Conqueror."
8802,Conquering,Degree,cty_peripheral,It describes the intensity and extent of the conquering event.
8803,Conquering,Manner,cty_peripheral,The manner in which the #Conqueror takes over the #Theme.
8804,Conquering,Means,cty_peripheral,The action by which the conquering event is made possible through the efforts of the #Conqueror.
8805,Conquering,Place,cty_peripheral,The location where the #Conqueror takes over the #Theme.
8806,Conquering,Time,cty_peripheral,The #Time at which the #Conqueror seizes the #Theme.
8808,Conquering,Instrument,cty_peripheral,The tool used by the #Conqueror to seize the #Theme.
2775,Contacting,Communicator,cty_core,The person who uses language in the written or spoken modality to convey a message to another person.
2777,Contacting,Addressee,cty_core,The person that receives the message from the #Communicator.
2778,Contacting,Address,cty_core,It is used for a (metaphorical) place in a system of communication where #Communicators and #Addressees can access the system.
2779,Contacting,Communication,cty_core,"The information that the #Communicator wishes to impart to the #Addressee, often to get a particular response. In this frame the #Communication is not necessarily received by the #Addressee."
2781,Contacting,Topic,cty_core,This is the subject matter to which the message pertains.
2776,Contacting,Medium,cty_peripheral,The physical or abstract setting in which the message is conveyed.
2780,Contacting,Purpose,cty_peripheral,It identifies the #Purpose for the #Communicator contacting the #Addressee.
2783,Contacting,Place,cty_peripheral,It identifies the place where the intentional act occurs.
2784,Contacting,Time,cty_peripheral,It identifies the time when the #Communicator acts intentionally.
2785,Contacting,Intermediary,cty_peripheral,The #Intermediary is the person who facilitates the contact.
2788,Contacting,Manner,cty_peripheral,Any description of the nature of the action.
2789,Contacting,Means,cty_peripheral,An action of the #Communicator that enables them to make contact.
8836,Contact_image_schema,Profiled_region,cty_core,A region of space in contact with a #Ground.
8837,Contact_image_schema,Ground,cty_core,"An entity whose location is relatively well-known and which, thus, can serve as a land-mark to identify the #Profiled_region."
941,Containers,Container,cty_core,It is an object which is conventionally used as a container. Target words in this frame are tagged with this frame element.
942,Containers,Contents,cty_peripheral,It is the object(s)/stuff contained in the #Container.
943,Containers,Material,cty_peripheral,It identifies the material of which the #Container is made.
944,Containers,Type,cty_peripheral,It designates the type of #Container.  Often the #Type labels part of a multi-word or compound word target.
945,Containers,Relative_location,cty_peripheral,It is the location of the #Container.
946,Containers,Construction,cty_peripheral,It indicates the action (or cause) which creates the #Container.
947,Containers,Owner,cty_peripheral,It identifies the owner of the #Container.
948,Containers,Use,cty_peripheral,"It identifies the purpose for which an artifact is constructed and the activity with which it is associated, or the #Contents prototypically contained in the #Container."
949,Containers,Part,cty_peripheral,It identifies a #Part of the #Container.
950,Containers,Descriptor,cty_peripheral,The #Descriptor describes some aspect of the #Container.
9710,Container_focused_placing,Agent,cty_core,The #Agent is the actor who instigates the filling.
9711,Container_focused_placing,Theme,cty_core,The #Theme is the physical object or substance which changes location.
9714,Container_focused_placing,Goal,cty_core,The #Goal is the area or container being filled.
9726,Container_focused_placing,Cause,cty_core,An event which brings about the filling of the #Goal.
9712,Container_focused_placing,Source,cty_peripheral,The #Source is the location where the #Theme begins its motion.
9713,Container_focused_placing,Path,cty_peripheral,The #Path is the trajectory of the motion.
9715,Container_focused_placing,Degree,cty_peripheral,The #Degree to which the filling occurs.
9717,Container_focused_placing,Manner,cty_peripheral,The #Manner in which the filling occurs.
