idFrameElement,frameName,name,coreType,description,Role+AF8-Type
4107,Boulder,Degree,cty+AF8-peripheral,The +ACM-Degree to which event occurs or a state holds.,Path/Location
4112,Boulder,Temporal,cty+AF8-peripheral,+ACI-+ADw-def+AC0-root+AD4-This FE identifies the time when the event occurs, or its duration.

+ADw-ex+AD4-A radioactive cloud +ADw-t+AD4-drifted+ADw-/t+AD4- across Britain +ADw-fex name+AD0AIgAi-Tem+ACIAIgA+-after the fire at the Windscale nuclear factory+ADw-/fex+AD4-.+ADw-/ex+AD4APA-/def+AC0-root+AD4-+ACI-,Path/Location
4113,Boulder,Result,cty+AF8-peripheral,The entity or state of affairs in existence after an event.,Goal/Result
4120,Boulder,Manner,cty+AF8-peripheral,+ACI-Any description of an event which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously), force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of an +ACM-Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).+ACI-,Path/Location
3157,Boundary,Boundary,cty+AF8-core,The region which is between the +ACM-Entities or between the +ACM-Entity and empty space.,Unclassified
3158,Boundary,Entity,cty+AF8-core,The entity that has a +ACM-Boundary.,Path/Location
3159,Boundary,Entities,cty+AF8-core,The joint construal of both +ACM-Entities next to the +ACM-Boundary.,Path/Location
3160,Boundary,Relative+AF8-location,cty+AF8-peripheral,The relative location of the boundary in respect to the +ACM-Entity or +ACM-Entities.,Path/Location
2257,Bounded+AF8-entity,Bounded+AF8-area,cty+AF8-core,It identifies a stable +ACM-Bounded+AF8-area.  It typically serves as the denotation of nouns.,Path/Location
2258,Bounded+AF8-entity,Constituent+AF8-parts,cty+AF8-core,It identifies the salient +ACM-Constituent+AF8-parts that make up a bounded area.,Path/Location
2259,Bounded+AF8-entity,Relative+AF8-location,cty+AF8-core,The +ACM-Relative+AF8-location identifies the place in respect to which a bounded area is located.,Path/Location
2260,Bounded+AF8-entity,Name,cty+AF8-core,It is used for the +ACM-Name of a bounded area.,Unclassified
2261,Bounded+AF8-entity,Owner,cty+AF8-core,+ACI-It identifies the +ACM-Owner, generally a person, of the bounded area.+ACI-,Unclassified
2262,Bounded+AF8-entity,Formational+AF8-cause,cty+AF8-core,It identifies the +ACM-Formational+AF8-cause (action or agent) that brings about the features of the bounded area.,Cause/Stimulus
2263,Bounded+AF8-entity,Type,cty+AF8-peripheral,An indication of which kind of +ACM-Bounded+AF8-area the entity is.,Path/Location
8792,Bounded+AF8-region,Interior,cty+AF8-core,A region of space located inside a +ACM-Ground.,Path/Location
8793,Bounded+AF8-region,Ground,cty+AF8-core,+ACI-An entity whose location is relatively well+AC0-known and which, thus, can serve as a land+AC0-mark to identify the +ACM-Interior, +ACM-Surface, +ACM-Boundary, or +ACM-Exterior regions.+ACI-,Path/Location
8794,Bounded+AF8-region,Surface,cty+AF8-core,+ACI-The region located outside of, but in contact with, the +ACM-Ground.+ACI-,Path/Location
8795,Bounded+AF8-region,Boundary,cty+AF8-core,The region associated with the boundary of the +ACM-Ground.,Path/Location
8796,Bounded+AF8-region,Exterior,cty+AF8-core,The region which is not located inside or in contact with the +ACM-Ground.,Path/Location
7211,Bragging,Speaker,cty+AF8-core,The +ACM-Speaker is the person who produces a message about a +ACM-Topic.,Path/Location
7213,Bragging,Topic,cty+AF8-core,The +ACM-Topic is a positively judged entity or state of affairs with which the +ACM-Speaker is associated and about which they talk.,Path/Location
7216,Bragging,Medium,cty+AF8-core,It is the physical entity or channel used by the +ACM-Speaker to transmit the statement.,Path/Location
7221,Bragging,Message,cty+AF8-core,A description of the state of affairs that redounds to the +ACM-Speaker's credit.,Path/Location
7223,Bragging,Expressor,cty+AF8-core,It is the body part or action that conveys the feeling of pride of the +ACM-Speaker.,Path/Location
7212,Bragging,Addressee,cty+AF8-peripheral,The +ACM-Addressee is the person to whom the +ACM-Speaker communicated a message.,Path/Location
7214,Bragging,Manner,cty+AF8-peripheral,+ACI-Any description of the event (or state) which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may indicate salient characteristics of the Speaker that also affect the action (deliberately, eagerly).+ACI-,Path/Location
7215,Bragging,Means,cty+AF8-peripheral,An act whereby the +ACM-Speaker makes a boastful statement.,Instrument
7218,Bragging,Time,cty+AF8-peripheral,The time when the statement is made.,Path/Location
7219,Bragging,Place,cty+AF8-peripheral,It specifies the place where the statement takes place.,Path/Location
7224,Bragging,Occasion,cty+AF8-peripheral,The Occasion is the reason a public statement is given.,Path/Location
7227,Bragging,Degree,cty+AF8-peripheral,Degree to which event occurs.,Path/Location
8105,Breaking+AF8-apart,Whole,cty+AF8-core,The +ACM-Whole goes into +ACM-Pieces which were not (necessarily) definable subparts prior to breaking.,Path/Location
8106,Breaking+AF8-apart,Pieces,cty+AF8-core,The +ACM-Pieces result from the breaking apart of the +ACM-Whole.,Unclassified
8107,Breaking+AF8-apart,Criterion,cty+AF8-peripheral,It expresses a property of the parts or components of the +ACM-Whole which correlates with the locations (e.g.) of fragmentation on the +ACM-Whole.,Path/Location
8108,Breaking+AF8-apart,Manner,cty+AF8-peripheral,Any description of the event or participants not covered by more specific Frame Elements.,Manner/Means
8109,Breaking+AF8-apart,Time,cty+AF8-peripheral,The time at which the breaking apart takes place.,Path/Location
8110,Breaking+AF8-apart,Place,cty+AF8-peripheral,The location at which the breaking apart takes place.,Path/Location
8111,Breaking+AF8-apart,Means,cty+AF8-peripheral,+ACI-An action, event, or state that enables the event of breaking apart.+ACI-,Instrument
8085,Breaking+AF8-off,Subpart,cty+AF8-core,The part of the +ACM-Whole that is conceived as being broken or taken off from the remaining part of the whole.,Path/Location
8086,Breaking+AF8-off,Whole,cty+AF8-core,+ACI-The piece that is presented in a less prominent position, and which is the landmark or remaining whole from which +ACM-Sub+AF8-part breaks off.+ACI-,Path/Location
8087,Breaking+AF8-off,Criterion,cty+AF8-peripheral,It expresses a property of the Parts or components of the +ACM-Whole which correlates with the locations (e.g.) of fragmentation on the +ACM-Whole.,Path/Location
8088,Breaking+AF8-off,Time,cty+AF8-peripheral,The time at which the breaking off of the +ACM-Sub+AF8-part happens.,Path/Location
8089,Breaking+AF8-off,Place,cty+AF8-peripheral,The location at which the breaking off occurs.,Path/Location
8090,Breaking+AF8-off,Manner,cty+AF8-peripheral,Any description of the event or participants not covered by more specific Frame Elements.,Manner/Means
8091,Breaking+AF8-off,Means,cty+AF8-peripheral,+ACI-An action, event, or state that enables the event of breaking off.+ACI-,Instrument
10514,Breaking+AF8-out+AF8-captive,Agent,cty+AF8-core,The +ACM-Agent is the individual who ends the confinement or captivity of the +ACM-Theme.,Participant
10515,Breaking+AF8-out+AF8-captive,Theme,cty+AF8-core,The +ACM-Theme is the person or object in motion released by the +ACM-Agent.,Undergoer
10522,Breaking+AF8-out+AF8-captive,Location+AF8-of+AF8-confinement,cty+AF8-core,The location to which the +ACM-Theme's motion was formerly inhibited.,Path/Location
10516,Breaking+AF8-out+AF8-captive,Manner,cty+AF8-peripheral,+ACI-Any description of the release which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of an +ACM-Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).+ACI-,Path/Location
10517,Breaking+AF8-out+AF8-captive,Means,cty+AF8-peripheral,The action of the +ACM-Agent which brings about the release.,Instrument
10519,Breaking+AF8-out+AF8-captive,Purpose,cty+AF8-peripheral,The +ACM-Purpose identifies the purpose for which the +ACM-Agent release the +ACM-Theme.,Goal/Result
10520,Breaking+AF8-out+AF8-captive,Place,cty+AF8-peripheral,The location where the +ACM-Theme ceases to be confined.,Path/Location
10521,Breaking+AF8-out+AF8-captive,Time,cty+AF8-peripheral,The +ACM-Time identifies when the +ACM-Agent release the +ACM-Theme .,Time/Duration
2586,Breathing,Agent,cty+AF8-core,The +ACM-Agent s breathing causes the motion of the +ACM-Air.,Participant
2587,Breathing,Air,cty+AF8-core,It is the substance that the +ACM-Agent causes to move.,Cause/Stimulus
2588,Breathing,Goal,cty+AF8-peripheral,+ACI-This FE identifies the point at which the +ACM-Air ends up as a result of the motion. +ADw-ex+AD4-Lee +ADw-t+AD4-breathed+ADw-/t+AD4- +ADw-fex name+AD0AIgAi-Goal+ACIAIgA+-into Ann s mouth+ADw-/fex+AD4-.+ADw-/ex+AD4- +ACI-,Goal/Result
2589,Breathing,Manner,cty+AF8-peripheral,It identifies the +ACM-Manner in which an +ACM-Agent breathes.,Path/Location
2590,Breathing,Means,cty+AF8-peripheral,It identifies the +ACM-Means of breathing.,Instrument
2591,Breathing,Source,cty+AF8-peripheral,It identifies the starting point of the +ACM-Air.,Unclassified
2592,Breathing,Path,cty+AF8-peripheral,It identifies the +ACM-Path of the motion through locations after leaving the +ACM-Source and before reaching the +ACM-Goal.,Path/Location
2593,Breathing,Degree,cty+AF8-peripheral,It identifies the degree to which an +ACM-Agent is breathing.,Path/Location
2595,Breathing,Place,cty+AF8-peripheral,It identifies the +ACM-Place where the breathing occurs.,Path/Location
2596,Breathing,Duration,cty+AF8-peripheral,It identifies the +ACM-Duration of time that an +ACM-Agent breathes.,Path/Location
2597,Breathing,Distance,cty+AF8-peripheral,The +ACM-Distance that the +ACM-Air travels.,Path/Location
2598,Breathing,Instrument,cty+AF8-peripheral,+ACI-An entity that allows the +ACM-Agent to breathe, either a natural part (the lungs, say) or a device (like a respirator).+ACI-,Instrument
2599,Breathing,Time,cty+AF8-peripheral,The time at which breathing occurs.,Path/Location
2603,Breathing,Purpose,cty+AF8-peripheral,An action that the +ACM-Agent intends to accomplish by breathing in the specified manner.,Goal/Result
2283,Bringing,Agent,cty+AF8-core,+ACI-The +ACM-Agent is a sentient being who physically controls the movement of the +ACM-Theme via the carrier, accompanying the +ACM-Theme.
+ADw-ex+AD4APA-fex name+AD0AIgAi-Agent+ACIAIgA+-Karl+ADw-/fex+AD4- +ADw-t+AD4-carried+ADw-/t+AD4- the books across the campus to the library.+ADw-/ex+AD4-+ACI-,Participant
2284,Bringing,Goal,cty+AF8-core,+ACI-+ACM-Goal identifies the endpoint of the path.  

+ADw-ex+AD4-Karl +ADw-t+AD4-carried+ADw-/t+AD4- the books +ADw-fex name+AD0AIgAi-goa+ACIAIgA+-to the library+ADw-/fex+AD4-.+ADw-/ex+AD4-+ACI-,Goal/Result
2285,Bringing,Source,cty+AF8-core,+ACI-+ACM-Source indicates the beginning of the path along which the +ACM-Theme travels.  

+ADw-ex+AD4-Karl +ADw-t+AD4-hauled+ADw-/t+AD4- the books +ADw-fex name+AD0AIgAi-sou+ACIAIgA+-from the library+ADw-/fex+AD4-  to the office.+ADw-/ex+AD4-+ACI-,Path/Location
2286,Bringing,Path,cty+AF8-core,+ACI-Path along which carrying occurs.
+ADw-ex+AD4-Karl +ADw-t+AD4-carried+ADw-/t+AD4- the books +ADw-fex name+AD0AIgAi-Path+ACIAIgA+-across the campus+ADw-/fex+AD4-.+ADw-/ex+AD4-+ACI-,Path/Location
2287,Bringing,Theme,cty+AF8-core,+ACI-The objects being carried.
+ADw-ex+AD4-Karl +ADw-t+AD4-toted+ADw-/t+AD4- +ADw-fex name+AD0AIgAi-Theme+ACIAIgA+-the books+ADw-/fex+AD4- to the car.+ADw-/ex+AD4-+ACI-,Undergoer
2289,Bringing,Area,cty+AF8-core,+ACI-+ACM-Area is used for descriprion of a general area in which the carrying action takes place when the motion is understood to be irregular or not to consist of a single, linear path.+ACI-,Path/Location
2295,Bringing,Carrier,cty+AF8-core,+ACI-The +ACM-Carrier provides support for the +ACM-Theme.  Movement of the +ACM-Carrier results in movement of the +ACM-Theme.
+ADw-ex+AD4APA-fex name+AD0AIgAi-Car+ACIAIgA+-The boat+ADw-/fex+AD4- +ADw-t+AD4-ferried+ADw-/t+AD4- the troops across the river.+ADw-/ex+AD4-+ACI-,Path/Location
2288,Bringing,Constant+AF8-location,cty+AF8-peripheral,+ACI-The +ACM-Constant+AF8-location expresses the location of the +ACM-Theme relative to the +ACM-Carrier.  This relationship holds for the entire length of the carrying event.

+ADw-ex+AD4-Karl +ADw-t+AD4-took+ADw-/t+AD4- the books to the library +ADw-fex name+AD0AIgAi-CL+ACIAIgA+-in his car+ADw-/fex+AD4-.+ADw-/ex+AD4-
+ADw-ex+AD4-Karl +ADw-t+AD4-carried+ADw-/t+AD4- the books to the library +ADw-fex name+AD0AIgAi-CL+ACIAIgA+-in his arms+ADw-/fex+AD4-.+ADw-/ex+AD4-+ACI-,Path/Location
2291,Bringing,Distance,cty+AF8-peripheral,This FE identifies the +ACM-Distance the +ACM-Theme is carried.,Unclassified
2292,Bringing,Manner,cty+AF8-peripheral,This FE identifies the +ACM-Manner  in which the +ACM-Carrier or +ACM-Agent carries the +ACM-Theme .,Manner/Means
2293,Bringing,Speed,cty+AF8-peripheral,The +ACM-Speed is the rate at which the carrying or transporting occurs.,Path/Location
2294,Bringing,Purpose,cty+AF8-peripheral,+ACI-The +ACM-Purpose for which the +ACM-Carrier or +ACM-Agent carries the +ACM-Theme . +ADw-ex+AD4-We had to +ADw-t+AD4-carry+ADw-/t+AD4- the heavy weights all the way to the top of the hill+ADw-fex name+AD0AIgAi-Pps+ACIAIgA+-to show our strength+ADw-/fex+AD4-.+ADw-/ex+AD4-+ACI-,Goal/Result
2296,Bringing,Means,cty+AF8-peripheral,+ACI-The actions the +ACM-Agent takes to move the +ACM-Theme.
+ADw-ex+AD4-The books were +ADw-t+AD4-taken+ADw-/t+AD4- to the library +ADw-fex name+AD0AIgAi-Mns+ACIAIgA+-by helicopter deliveries+ADw-/fex+AD4-.+ADw-/ex+AD4-
+ADw-ex+AD4-I +ADw-t+AD4-haul+ADw-/t+AD4- books +ADw-fex name+AD0AIgAi-Mns+ACIAIgA+-by putting them on top of my head+ADw-/fex+AD4-.+ADw-/ex+AD4-+ACI-,Instrument
2297,Bringing,Place,cty+AF8-peripheral,+ACI-The +ACM-Place is the general area that serves as a setting for the specific motion of the +ACM-Agent and +ACM-Theme (with +ACM-Source, +ACM-Path, or +ACM-Goal).  
+ADw-ex+AD4APA-fex name+AD0AIgAi-Place+ACIAIgA+-Even in such a small port+ADw-/fex+AD4-, these boats would +ADw-t+AD4-transport+ADw-/t+AD4- many tons of trade+AC0-goods in to shore annually.+ADw-/ex+AD4-+ACI-,Path/Location
2298,Bringing,Time,cty+AF8-peripheral,The time in which the carrying event takes place.,Time/Duration
2458,Building,Agent,cty+AF8-core,The +ACM-Agent builds a +ACM-Created+AF8-entity.,Participant
2464,Building,Components,cty+AF8-core,It identifies the +ACM-Components that form the +ACM-Created+AF8-entity.,Path/Location
2465,Building,Created+AF8-entity,cty+AF8-core,It identifies the entity that is created in the act of building.,Path/Location
2459,Building,Instrument,cty+AF8-peripheral,It identifies the +ACM-Instrument(s) with which an +ACM-Agent builds a +ACM-Created+AF8-entity.,Instrument
2460,Building,Place,cty+AF8-peripheral,It identifies the +ACM-Place where the building occurs.,Path/Location
2461,Building,Purpose,cty+AF8-peripheral,It identifies the +ACM-Purpose for which an intentional act is performed.,Goal/Result
2462,Building,Time,cty+AF8-peripheral,It identifies the +ACM-Time when the building occurs.,Time/Duration
2463,Building,Means,cty+AF8-peripheral,It identifies the +ACM-Means by which an +ACM-Agent builds a +ACM-Created+AF8-entity.,Instrument
2468,Building,Manner,cty+AF8-peripheral,It identifies the +ACM-Manner in which an +ACM-Agent builds a +ACM-Created+AF8-entity.,Path/Location
1780,Buildings,Building,cty+AF8-core,The entity built by the +ACM-Creator which has some +ACM-Function.,Path/Location
1781,Buildings,Function,cty+AF8-peripheral,The use for which the +ACM-Building is intended.,Unclassified
1785,Buildings,Type,cty+AF8-peripheral,+ACI-An indication of the subtype of +ACM-Building, including architectural style.+ACI-,Path/Location
1787,Buildings,Place,cty+AF8-peripheral,The building's location.,Path/Location
1788,Buildings,Relative+AF8-location,cty+AF8-peripheral,A place that a +ACM-Building is located with respect to.,Path/Location
1875,Building+AF8-subparts,Building+AF8-part,cty+AF8-core,+ACI-+ADw-def+AC0-root+AD4-The place or area specified inside a structure.  The +ADw-fen+AD4-Building+AF8-part+ADw-/fen+AD4- of the +ADw-fen+AD4-Whole+ADw-/fen+AD4-.
+ADw-ex+AD4-She works in the cancer +ADw-fex name+AD0AIgAi-Building+AF8-part+ACIAIgA+ADw-t+AD4-ward+ADw-/t+AD4APA-/fex+AD4- of the local hospital.+ADw-/ex+AD4APA-/def+AC0-root+AD4-+ACI-,Possession/Whole+AC0-Part
1876,Building+AF8-subparts,Whole,cty+AF8-core,The entirety of a building whose +ACM-Part is discussed.,Possession/Whole+AC0-Part
1877,Building+AF8-subparts,Use,cty+AF8-peripheral,This FE identifies the purpose for which the +ACM-Part was constructed.,Unclassified
1879,Building+AF8-subparts,Place,cty+AF8-peripheral,This FE describes where the +ACM-Part is located inside the +ACM-Building or the +ACM-Locale.,Path/Location
2528,Bungling,Agent,cty+AF8-core,The +ACM-Agent performs an action incorrectly.,Participant
2529,Bungling,Patient,cty+AF8-core,It is the entity affected by the +ACM-Agent's bungling of an +ACM-Action.,Undergoer
2533,Bungling,Action,cty+AF8-core,It identifies the +ACM-Action that the +ACM-Agent performs incorrectly.,Path/Location
2534,Bungling,Topic,cty+AF8-core,+ACI-+ADw-def+AC0-root+AD4-A general description of what the +ADw-fen+AD4-Agent+ADw-/fen+AD4- habitually bungles.
+ADw-ex+AD4-The Austro+AC0-Hungarian Empire had a long history of +ADw-fex name+AD0AIgAi-Topic+ACIAIgA+-military+ADw-/fex+AD4- +ADw-t+AD4-screw+AC0-ups+ADw-/t+AD4-.+ADw-/ex+AD4APA-/def+AC0-root+AD4-+ACI-,Path/Location
2524,Bungling,Degree,cty+AF8-peripheral,It identifies the +ACM-Degree to which a bungling event occurs.,Path/Location
2526,Bungling,Manner,cty+AF8-peripheral,It identifies the +ACM-Manner in which the +ACM-Agent bungles.,Manner/Means
2527,Bungling,Means,cty+AF8-peripheral,It identifies the +ACM-Means by which an +ACM-Agent bungles.,Instrument
2530,Bungling,Place,cty+AF8-peripheral,It identifies the +ACM-Place where the bungling occurs.,Path/Location
2531,Bungling,Instrument,cty+AF8-peripheral,It identifies the +ACM-Instrument with which an +ACM-Agent bungles.,Instrument
2532,Bungling,Time,cty+AF8-peripheral,It identifies the +ACM-Time when the bungling occurs.,Time/Duration
10909,Burying,Agent,cty+AF8-core,The +ACM-Agent intentionally buries the +ACM-Theme.,Participant
10910,Burying,Theme,cty+AF8-core,The +ACM-Theme is the object that is buried.,Undergoer
10913,Burying,Goal,cty+AF8-core,It is the location where the +ACM-Theme ends up.,Goal/Result
10927,Burying,Cause,cty+AF8-core,A non+AC0-animate force which buries the +ACM-Theme.,Cause/Stimulus
10911,Burying,Source,cty+AF8-peripheral,+ACI-It is the initial location of the +ACM-Theme, before it is buried.+ACI-,Path/Location
10912,Burying,Path,cty+AF8-peripheral,Any description of a trajectory of motion which is neither a +ACM-Source nor a +ACM-Goal expresses the frame element +ACM-Path.,Path/Location
10914,Burying,Manner,cty+AF8-peripheral,+ACI-Any expression which describes a property of the placing action which is not directly related to the trajectory of the +ACM-Theme s motion expresses the frame element +ACM-Manner. Descriptions of speed, steadiness, grace, means of motion, and other things count as +ACM-Manner expressions.+ACI-,Path/Location
10917,Burying,Means,cty+AF8-peripheral,The +ACM-Means is an act whereby the +ACM-Agent achieves the burying of the +ACM-Theme.,Instrument
10920,Burying,Place,cty+AF8-peripheral,It indicates where the burying occurs.,Path/Location
10922,Burying,Time,cty+AF8-peripheral,It is when the burying occurs.,Time/Duration
10923,Burying,Area,cty+AF8-peripheral,It is the general area where the +ACM-Theme is buried.,Unclassified
10925,Burying,Distance,cty+AF8-peripheral,It is any expression which characterizes the extent of motion of the theme into the ground.,Path/Location
10926,Burying,Speed,cty+AF8-peripheral,The +ACM-Speed is the rate at which burying occurs.,Path/Location
3548,Businesses,Business,cty+AF8-core,It identifies the company or establishment. This may be the target itself or the +ACM-Business+AF8-Name if it is an appositive not set off with commas (i.e. restrictive).,Unclassified
3544,Businesses,Product,cty+AF8-peripheral,It is the product or service provided by the business.,Unclassified
3545,Businesses,Proprietor,cty+AF8-peripheral,It is the owner or chief participant in the business. ,Unclassified
3546,Businesses,Descriptor,cty+AF8-peripheral,It indicates other characteristics of the business besides its +ACM-Product and +ACM-Proprietor.,Path/Location
3547,Businesses,Place,cty+AF8-peripheral,It is the +ACM-Place in which the business is located.,Path/Location
3549,Businesses,Business+AF8-name,cty+AF8-peripheral,The name of the +ACM-Business when it appears in an appositive set off by commas (non+AC0-restrictive).,Time/Duration
3550,Businesses,Service+AF8-provider,cty+AF8-peripheral,+ACI-When a +ACM-Business is described in terms of the professionals who work to produce the product or service, use +ACM-Service+AF8-provider.+ACI-,Path/Location
10117,Business+AF8-closure,Entity,cty+AF8-core,The +ACM-Entity is rendered unable to continue its regular operations.,Path/Location
10119,Business+AF8-closure,Time,cty+AF8-peripheral,The +ACM-Time of the failure.,Time/Duration
10120,Business+AF8-closure,Place,cty+AF8-peripheral,The +ACM-Place of the failing entity.,Path/Location
10122,Business+AF8-closure,Manner,cty+AF8-peripheral,The +ACM-Manner describes the way in which the +ACM-Entity failed.,Manner/Means
10040,Cache,Cache,cty+AF8-core,It denotes the +ACM-Cache of +ACM-Resources.,Unclassified
10041,Cache,Resource,cty+AF8-core,The goods or commodity that is being stored in a +ACM-Cache.,Path/Location
10042,Cache,Use,cty+AF8-core,The future +ACM-Use for the +ACM-Resource.,Unclassified
10043,Cache,Possessor,cty+AF8-core,The entity that possesses the +ACM-Cache.,Path/Location
2200,Calendric+AF8-unit,Relative+AF8-time,cty+AF8-core,+ACM-Relative+AF8-time is used for the word or words that locate the time with respect to an identifiable reference point.,Path/Location
2202,Calendric+AF8-unit,Whole,cty+AF8-core,+ACI-+ACM-Whole is used for the larger unit of which the target word names a part.

+ADw-ex+AD4-Jo fled in the early +ADw-t+AD4-morning+ADw-/t+AD4- +ADw-fex name+AD0AIgAi-Whole+ACIAIgA+-of  Sunday December 15+ADw-/fex+AD4-.+ADw-/ex+AD4-+ACI-,Possession/Whole+AC0-Part
2204,Calendric+AF8-unit,Unit,cty+AF8-core,The calendric unit that is denoted. LUs in this frame all denote the +ACM-Unit.,Path/Location
2201,Calendric+AF8-unit,Name,cty+AF8-peripheral,+ACI-+ACM-Name is used for the name of a day (month, etc.).  Note that only the word (or words) that is the name is (are) tagged, not the target word.+ACI-,Path/Location
2203,Calendric+AF8-unit,Count,cty+AF8-peripheral,The number of intervals of the specified type.,Measure/Quantity
310,Candidness,Speaker,cty+AF8-core,+ACI-The +ACM-Speaker produces the +ACM-Message, the truth or sincerity of which is at issue.+ACI-,Path/Location
312,Candidness,Message,cty+AF8-core,It is the communicative content whose truth or sincerity is at issue.,Path/Location
313,Candidness,Topic,cty+AF8-core,The +ACM-Topic is the subject matter to which the +ACM-Message pertains.,Path/Location
314,Candidness,Medium,cty+AF8-core,It is the physical or abstract setting in which the +ACM-Message is conveyed.,Unclassified
311,Candidness,Addressee,cty+AF8-peripheral,It is the person to whom the +ACM-Message is communicated.,Path/Location
315,Candidness,Degree,cty+AF8-peripheral,It identifies the +ACM-Degree to which a communication is candid+AC0ALQ-some are more candid than others.,Path/Location
316,Candidness,Manner,cty+AF8-peripheral,It indicates the manner of candidness.,Path/Location
5015,Capability,Entity,cty+AF8-core,The +ACM-Entity whose meeting or falling short of pre+AC0-conditions is assessed.,Unclassified
5016,Capability,Event,cty+AF8-core+AC0-unexpressed,The +ACM-Event that the +ACM-Entity may participate in.,Path/Location
5017,Capability,Degree,cty+AF8-peripheral,The extent to which the +ACM-Entity exceeds or falls short of the minimum requirements for participating in the +ACM-Event.,Path/Location
5023,Capability,Time,cty+AF8-peripheral,The time at which the +ACM-Entity is capable of the +ACM-Event.,Path/Location
9341,Capacity,Entity,cty+AF8-core,The +ACM-Entity whose ability to contain items is assessed.,Path/Location
9346,Capacity,Theme,cty+AF8-core,+ACI-The +ACM-Entity has the ability to contain the +ACM-Theme, often expressed with a quantity.+ACI-,Undergoer
9342,Capacity,Degree,cty+AF8-peripheral,The extent to which the +ACM-Entity exceeds or falls short of the minimum requirements for holding the items.,Path/Location
9350,Capacity,Time,cty+AF8-peripheral,The +ACM-Time at which the +ACM-Entity has or had a certain capacity.,Path/Location
10661,Capital+AF8-stock,Stock,cty+AF8-core,+ACI-The investment that a +ACM-Shareholder makes into a business, differing from property and assets.+ACI-,Path/Location
10662,Capital+AF8-stock,Type,cty+AF8-core,+ACI-The the kind of +ACM-Stock, of which there are two: preferred or common.  Holders of preferred stock are entitled to the first dividend that a company pays out, while holders of common stock are granted voting rights in corporate decisions.+ACI-,Path/Location
10663,Capital+AF8-stock,Shareholder,cty+AF8-core,The creditor that has invested into a business by purchasing some +ACM-Type of its +ACM-Stock.,Path/Location
10664,Capital+AF8-stock,Issuer,cty+AF8-core,The entity that issues its +ACM-Stock to the +ACM-Shareholder.,Path/Location
10665,Capital+AF8-stock,Amount,cty+AF8-peripheral,+ACI-The +ACM-Amount is the number of shares, though any measure prase will suffice.+ACI-,Measure/Quantity
2110,Cardinal+AF8-numbers,Number,cty+AF8-core,This FE identifies the +ACM-Number.,Measure/Quantity
2111,Cardinal+AF8-numbers,Entity,cty+AF8-core,It identifies the +ACM-Entity enumerated by the +ACM-Number.,Path/Location
13712,Cardinal+AF8-numbers,Unit,cty+AF8-core,+ACI-A +ACM-Unit expresses some quantification of some property of an entity, event, or situation by providing a base value of the property combined with a +ACM-Number expressing how the current value for the property relates to the +ACM-Unit.

She's not even SIX years old yet+ACE-

As units that specify a quantity property, numbers themselves can be used as Units.

THREE dozen eggs makes eighteen standard omelettes .+ACI-,Path/Location
13814,Cardinal+AF8-numbers,Unit,cty+AF8-core,+ACI-A +ACM-Unit expresses some quantification of some property of an entity, event, or situation by providing a base value of the property combined with a +ACM-Number expressing how the current value for the property relates to the +ACM-Unit.  

+ADw-ex+AD4-She's not even +ADw-t+AD4-six+ADw-/t+AD4- +ADw-fex name+AD0AIgAi-Unit+ACIAIgA+-years+ADw-/fex+AD4- old yet+ACEAPA-/ex+AD4-

As units that specify a quantity property, numbers themselves can be used as +ACM-Units.

+ADw-ex+AD4APA-t+AD4-Three+ADw-/t+AD4- +ADw-fex name+AD0AIgAi-Unit+ACIAIgA+-dozen+ADw-/fex+AD4- eggs makes eighteen standard omelettes .+ADw-/ex+AD4-+ACI-,Path/Location
2112,Cardinal+AF8-numbers,Precision,cty+AF8-peripheral,+ACI-This FE identifies the +ACM-Precision to which an +ACM-Entity approximates a +ACM-Number.

About THIRTY cases are known.

In the case where a number is modified by a +ACM-Multiplier, we have found it more plausible that phrases expressing +ACM-Precision modify the main number (thus +ACIAIg-million+ACIAIg- in the first example, not +ACIAIg-two+ACIAIg-):

JP has almost two MILLION dollars.

There are just over six BILLION people in the world today.+ACI-,Path/Location
2113,Cardinal+AF8-numbers,Multiplier,cty+AF8-peripheral,How many times larger the group of +ACM-Entities is than the base +ACM-Number.,Measure/Quantity
13713,Cardinal+AF8-numbers,Composite+AF8-number,cty+AF8-peripheral,+ACI-The total number of instances of the +ACM-Entity. This FE should be used when more basic number expressions are used together to form a +ACM-Composite+AF8-number whose value is the sum of the constituent numbers. It is annotated on a second FE layer. For cases where a number is used to multiply another number, use +ACM-Multiplier.

She found six HUNDRED and twelve errors in the manuscript.

Four score and SEVEN years ago , I wasn't even born.

THIRTY seven senators refused to vote.+ACI-,Path/Location
8078,Carry+AF8-goods,Distributor,cty+AF8-core,The +ACM-Distributor maintains a store of +ACM-Goods for the purpose of selling or otherwise distributing them.,Path/Location
